fecha_objetivo,unidad,modelo,ventana,real,prediccion,error_absoluto,error_porcentual
2025-03-31 20:30:00,G2,Línea base de persistencia,4,0.460292,12.681675,12.221383,2655.1369565406308
2025-03-31 20:30:00,G2,Random Forest,24,0.460292,12.463046790910056,12.002754790910055,2607.639235726464
2025-03-31 20:30:00,G2,XGBoost,4,0.460292,12.220254898071287,11.759962898071286,2554.8918725659555
