unidad,número_predicciones,error_absoluto_medio_MW,error_absoluto_máximo_MW,percentil_95_error_MW,error_porcentual_medio,presencia_en_top_20
G1,1504,0.2539703173866571,9.235737243164063,0.6018835498049855,5.117510584791288,13
G2,1504,0.15037408817435916,12.221383,0.33468086069192865,7.9380743257875555,7
