fecha_hora,fecha_objetivo,unidad,real,prediccion,modelo,ventana
2025-03-17 21:15:00,2025-03-17 21:30:00,G2,12.356425,12.519465,Línea base de persistencia,4
2025-03-17 21:30:00,2025-03-17 21:45:00,G1,10.307562,10.236572,Línea base de persistencia,4
2025-03-17 21:30:00,2025-03-17 21:45:00,G2,12.604413,12.356425,Línea base de persistencia,4
2025-03-17 21:45:00,2025-03-17 22:00:00,G1,10.010272,10.307562,Línea base de persistencia,4
2025-03-17 21:45:00,2025-03-17 22:00:00,G2,12.585057,12.604413,Línea base de persistencia,4
2025-03-17 22:00:00,2025-03-17 22:15:00,G1,10.166465,10.010272,Línea base de persistencia,4
2025-03-17 22:00:00,2025-03-17 22:15:00,G2,12.613642,12.585057,Línea base de persistencia,4
2025-03-17 22:15:00,2025-03-17 22:30:00,G1,10.18824,10.166465,Línea base de persistencia,4
2025-03-17 22:15:00,2025-03-17 22:30:00,G2,12.530387,12.613642,Línea base de persistencia,4
2025-03-17 22:30:00,2025-03-17 22:45:00,G1,10.29499,10.18824,Línea base de persistencia,4
2025-03-17 22:30:00,2025-03-17 22:45:00,G2,12.592522,12.530387,Línea base de persistencia,4
2025-03-17 22:45:00,2025-03-17 23:00:00,G1,10.285142,10.29499,Línea base de persistencia,4
2025-03-17 22:45:00,2025-03-17 23:00:00,G2,12.32149,12.592522,Línea base de persistencia,4
2025-03-17 23:00:00,2025-03-18 18:00:00,G1,10.188165,10.285142,Línea base de persistencia,4
2025-03-17 23:00:00,2025-03-18 18:00:00,G2,12.567455,12.32149,Línea base de persistencia,4
2025-03-18 18:00:00,2025-03-18 18:15:00,G1,10.128953,10.188165,Línea base de persistencia,4
2025-03-18 18:00:00,2025-03-18 18:15:00,G2,12.615678,12.567455,Línea base de persistencia,4
2025-03-18 18:15:00,2025-03-18 18:30:00,G1,10.162218,10.128953,Línea base de persistencia,4
2025-03-18 18:15:00,2025-03-18 18:30:00,G2,12.581302,12.615678,Línea base de persistencia,4
2025-03-18 18:30:00,2025-03-18 18:45:00,G1,9.915968,10.162218,Línea base de persistencia,4
2025-03-18 18:30:00,2025-03-18 18:45:00,G2,12.54945,12.581302,Línea base de persistencia,4
2025-03-18 18:45:00,2025-03-18 19:00:00,G1,10.286,9.915968,Línea base de persistencia,4
2025-03-18 18:45:00,2025-03-18 19:00:00,G2,12.45797,12.54945,Línea base de persistencia,4
2025-03-18 19:00:00,2025-03-18 19:15:00,G1,10.075268,10.286,Línea base de persistencia,4
2025-03-18 19:00:00,2025-03-18 19:15:00,G2,12.45357,12.45797,Línea base de persistencia,4
2025-03-18 19:15:00,2025-03-18 19:30:00,G1,10.177552,10.075268,Línea base de persistencia,4
2025-03-18 19:15:00,2025-03-18 19:30:00,G2,12.459715,12.45357,Línea base de persistencia,4
2025-03-18 19:30:00,2025-03-18 19:45:00,G1,10.219893,10.177552,Línea base de persistencia,4
2025-03-18 19:30:00,2025-03-18 19:45:00,G2,12.50168,12.459715,Línea base de persistencia,4
2025-03-18 19:45:00,2025-03-18 20:00:00,G1,10.194073,10.219893,Línea base de persistencia,4
2025-03-18 19:45:00,2025-03-18 20:00:00,G2,12.44812,12.50168,Línea base de persistencia,4
2025-03-18 20:00:00,2025-03-18 20:15:00,G1,9.98249,10.194073,Línea base de persistencia,4
2025-03-18 20:00:00,2025-03-18 20:15:00,G2,12.463558,12.44812,Línea base de persistencia,4
2025-03-18 20:15:00,2025-03-18 20:30:00,G1,10.195932,9.98249,Línea base de persistencia,4
2025-03-18 20:15:00,2025-03-18 20:30:00,G2,12.468455,12.463558,Línea base de persistencia,4
2025-03-18 20:30:00,2025-03-18 20:45:00,G1,10.25994,10.195932,Línea base de persistencia,4
2025-03-18 20:30:00,2025-03-18 20:45:00,G2,12.396255,12.468455,Línea base de persistencia,4
2025-03-18 20:45:00,2025-03-18 21:00:00,G1,10.077137,10.25994,Línea base de persistencia,4
2025-03-18 20:45:00,2025-03-18 21:00:00,G2,12.623325,12.396255,Línea base de persistencia,4
2025-03-18 21:00:00,2025-03-18 21:15:00,G1,9.970228,10.077137,Línea base de persistencia,4
2025-03-18 21:00:00,2025-03-18 21:15:00,G2,12.52825,12.623325,Línea base de persistencia,4
2025-03-18 21:15:00,2025-03-18 21:30:00,G1,10.33079,9.970228,Línea base de persistencia,4
2025-03-18 21:15:00,2025-03-18 21:30:00,G2,12.35024,12.52825,Línea base de persistencia,4
2025-03-18 21:30:00,2025-03-18 21:45:00,G1,10.027152,10.33079,Línea base de persistencia,4
2025-03-18 21:30:00,2025-03-18 21:45:00,G2,12.38925,12.35024,Línea base de persistencia,4
2025-03-18 21:45:00,2025-03-18 22:00:00,G1,10.21582,10.027152,Línea base de persistencia,4
2025-03-18 21:45:00,2025-03-18 22:00:00,G2,12.367605,12.38925,Línea base de persistencia,4
2025-03-18 22:00:00,2025-03-18 22:15:00,G1,10.271463,10.21582,Línea base de persistencia,4
2025-03-18 22:00:00,2025-03-18 22:15:00,G2,12.38591,12.367605,Línea base de persistencia,4
2025-03-18 22:15:00,2025-03-18 22:30:00,G1,10.034503,10.271463,Línea base de persistencia,4
2025-03-18 22:15:00,2025-03-18 22:30:00,G2,12.363637,12.38591,Línea base de persistencia,4
2025-03-18 22:30:00,2025-03-18 22:45:00,G1,10.406052,10.034503,Línea base de persistencia,4
2025-03-18 22:30:00,2025-03-18 22:45:00,G2,12.354722,12.363637,Línea base de persistencia,4
2025-03-18 22:45:00,2025-03-18 23:00:00,G1,10.118808,10.406052,Línea base de persistencia,4
2025-03-18 22:45:00,2025-03-18 23:00:00,G2,12.359925,12.354722,Línea base de persistencia,4
2025-03-18 23:00:00,2025-03-19 18:00:00,G1,10.006348,10.118808,Línea base de persistencia,4
2025-03-18 23:00:00,2025-03-19 18:00:00,G2,12.47087,12.359925,Línea base de persistencia,4
2025-03-19 18:00:00,2025-03-19 18:15:00,G1,10.30313,10.006348,Línea base de persistencia,4
2025-03-19 18:00:00,2025-03-19 18:15:00,G2,12.208697,12.47087,Línea base de persistencia,4
2025-03-19 18:15:00,2025-03-19 18:30:00,G1,10.5841,10.30313,Línea base de persistencia,4
2025-03-19 18:15:00,2025-03-19 18:30:00,G2,12.50267,12.208697,Línea base de persistencia,4
2025-03-19 18:30:00,2025-03-19 18:45:00,G1,9.861873,10.5841,Línea base de persistencia,4
2025-03-19 18:30:00,2025-03-19 18:45:00,G2,12.446915,12.50267,Línea base de persistencia,4
2025-03-19 18:45:00,2025-03-19 19:00:00,G1,10.259108,9.861873,Línea base de persistencia,4
2025-03-19 18:45:00,2025-03-19 19:00:00,G2,12.37249,12.446915,Línea base de persistencia,4
2025-03-19 19:00:00,2025-03-19 19:15:00,G1,10.32262,10.259108,Línea base de persistencia,4
2025-03-19 19:00:00,2025-03-19 19:15:00,G2,12.339192,12.37249,Línea base de persistencia,4
2025-03-19 19:15:00,2025-03-19 19:30:00,G1,10.220327,10.32262,Línea base de persistencia,4
2025-03-19 19:15:00,2025-03-19 19:30:00,G2,12.360955,12.339192,Línea base de persistencia,4
2025-03-19 19:30:00,2025-03-19 19:45:00,G1,10.18512,10.220327,Línea base de persistencia,4
2025-03-19 19:30:00,2025-03-19 19:45:00,G2,12.397557,12.360955,Línea base de persistencia,4
2025-03-19 19:45:00,2025-03-19 20:00:00,G1,10.28078,10.18512,Línea base de persistencia,4
2025-03-19 19:45:00,2025-03-19 20:00:00,G2,12.378262,12.397557,Línea base de persistencia,4
2025-03-19 20:00:00,2025-03-19 20:15:00,G1,9.96986,10.28078,Línea base de persistencia,4
2025-03-19 20:00:00,2025-03-19 20:15:00,G2,12.36958,12.378262,Línea base de persistencia,4
2025-03-19 20:15:00,2025-03-19 20:30:00,G1,10.291557,9.96986,Línea base de persistencia,4
2025-03-19 20:15:00,2025-03-19 20:30:00,G2,12.40767,12.36958,Línea base de persistencia,4
2025-03-19 20:30:00,2025-03-19 20:45:00,G1,9.979565,10.291557,Línea base de persistencia,4
2025-03-19 20:30:00,2025-03-19 20:45:00,G2,12.403725,12.40767,Línea base de persistencia,4
2025-03-19 20:45:00,2025-03-19 21:00:00,G1,10.164485,9.979565,Línea base de persistencia,4
2025-03-19 20:45:00,2025-03-19 21:00:00,G2,12.382485,12.403725,Línea base de persistencia,4
2025-03-19 21:00:00,2025-03-19 21:15:00,G1,10.334442,10.164485,Línea base de persistencia,4
2025-03-19 21:00:00,2025-03-19 21:15:00,G2,12.363903,12.382485,Línea base de persistencia,4
2025-03-19 21:15:00,2025-03-19 21:30:00,G1,10.205885,10.334442,Línea base de persistencia,4
2025-03-19 21:15:00,2025-03-19 21:30:00,G2,12.336535,12.363903,Línea base de persistencia,4
2025-03-19 21:30:00,2025-03-19 21:45:00,G1,10.132528,10.205885,Línea base de persistencia,4
2025-03-19 21:30:00,2025-03-19 21:45:00,G2,12.305685,12.336535,Línea base de persistencia,4
2025-03-19 21:45:00,2025-03-19 22:00:00,G1,9.945605,10.132528,Línea base de persistencia,4
2025-03-19 21:45:00,2025-03-19 22:00:00,G2,12.169552,12.305685,Línea base de persistencia,4
2025-03-19 22:00:00,2025-03-19 22:15:00,G1,10.420925,9.945605,Línea base de persistencia,4
2025-03-19 22:00:00,2025-03-19 22:15:00,G2,12.560718,12.169552,Línea base de persistencia,4
2025-03-19 22:15:00,2025-03-19 22:30:00,G1,10.251003,10.420925,Línea base de persistencia,4
2025-03-19 22:15:00,2025-03-19 22:30:00,G2,12.35844,12.560718,Línea base de persistencia,4
2025-03-19 22:30:00,2025-03-19 22:45:00,G1,10.076142,10.251003,Línea base de persistencia,4
2025-03-19 22:30:00,2025-03-19 22:45:00,G2,12.25561,12.35844,Línea base de persistencia,4
2025-03-19 22:45:00,2025-03-19 23:00:00,G1,10.110077,10.076142,Línea base de persistencia,4
2025-03-19 22:45:00,2025-03-19 23:00:00,G2,12.473947,12.25561,Línea base de persistencia,4
2025-03-19 23:00:00,2025-03-20 18:00:00,G1,10.619575,10.110077,Línea base de persistencia,4
2025-03-19 23:00:00,2025-03-20 18:00:00,G2,12.36858,12.473947,Línea base de persistencia,4
2025-03-20 18:00:00,2025-03-20 18:15:00,G1,9.96135,10.619575,Línea base de persistencia,4
